id,file,subject,topic,category,risk,action,quality,problem,question_preview
"science-v1-110, science-staging-010",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,on a planet with no air resistance a pair of handcuffs and
"science-v1-111, science-staging-011",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,a 50 kg table is pushed with 50 n while friction of
"science-v1-112, science-staging-012",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,on a velocity versus time graph what does a horizontal straight line
"science-v1-113, science-staging-013",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,if you pull a cart which force causes you to move forward
"science-v1-114, science-staging-014",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the acceleration due to gravity on mars is about one third that
"science-v1-115, science-staging-015",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,according to the law of conservation of energy which statement is correct
"science-v1-116, science-staging-016",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,a rock sitting at the edge of a cliff has what type
"science-v1-117, science-staging-017",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the fact that one side of the moon always faces the earth
"science-v1-118, science-staging-018",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,you travel east across three time zone boundaries and arrive with your
"science-v1-119, science-staging-019",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which characteristic is true of a mineral
"science-v1-120, science-staging-020",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,during nighttime how does air temperature over the ocean compare with air
"science-v1-121, science-staging-021",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,why doesn t venus have seasons like earth and mars do
"science-v1-122, science-staging-022",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is remarkable about the rotation of uranus
"science-v1-123, science-staging-023",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which of the following is a sedimentary rock
"science-v1-124, science-staging-024",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which layer of the atmosphere is the coldest
"science-v1-125, science-staging-025",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,what is the source of energy that drives the water cycle
"english-v1-004, english-v1-025",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,choose the grammatically correct sentence
"english-v1-011, english-v1-058, english-v1-068, english-v1-078, english-v1-088, english-v1-098",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,choose the sentence with correct parallel structure
"english-v1-027, english-v1-031, english-v1-063, english-v1-083",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,choose the correct sentence
"english-v1-054, english-v1-074, english-v1-094",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,choose the sentence that is grammatically correct
"english-v1-056, english-v1-096",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which sentence is written in active voice
"english-v1-101, english-staging-001",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,identify the error in the sentence the apparent heir to the throne
"english-v1-102, english-staging-002",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,she had only walked for about fifteen miles when her legs gave
"english-v1-103, english-staging-003",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,rowena announced that the bonus will arrive during the meeting yesterday
"english-v1-104, english-staging-004",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,a large percentage of the class fascinated by the museum
"english-v1-105, english-staging-005",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,you do your homework right now or i won t let you
"english-v1-106, english-staging-006",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,rita resides 312 mahabagin street teacher u2019s village quezon city
"english-v1-107, english-staging-007",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,according to machiavelli it is not imperative that a ruler good he
"english-v1-108, english-staging-008",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,lolita is going to switzerland may next year particularly she would be
"english-v1-109, english-staging-009",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,john and susie own that yacht yacht is a beauty
"english-v1-110, english-staging-010",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the doctor as well as some of the best doctors in the
"english-v1-111, english-staging-011",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,whomsoever wishes to see a ghost is a fool
"english-v1-112, english-staging-012",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,choose the correct completion you smell very
"english-v1-113, english-staging-013",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,sakuragi did a slam dunk and the crowd roared approval
"english-v1-114, english-staging-014",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,choose the most correct and effective sentence
"english-v1-115, english-staging-015",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the children were dismayed and depressed by the closing of the zoo
"english-v1-116, english-staging-016",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,no one was lovelier or more strikingly intelligent than her at the
"english-v1-117, english-staging-017",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,i used too of the bleach and so the stain remained on
"english-v1-118, english-staging-018",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,each man and each woman in the audience was affected by the
"english-v1-119, english-staging-019",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the first permanent tooth usually appears about four years after the baby
"english-v1-120, english-staging-020",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the professor took an immaculate handkerchief out of his pocket
"english-v1-121, english-staging-021",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the workplace wore a macabre look after the company downsized its staff
"english-v1-122, english-staging-022",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the conversation with her mother had a more profound affect on her
"english-v1-123, english-staging-023",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the then prime minister had issued an order though he was not
"english-v1-124, english-staging-024",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the interviewer turned his attention to us with a cramped sort of
"english-v1-125, english-staging-025",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the dog ambled to the door which was slightly ajar
"english-v1-126, english-staging-026",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,harold lumbered at him and clouted him across the head
"english-v1-127, english-staging-027",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,i thought they were likely to bundle him into a car but
"english-v1-128, english-staging-028",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,marc is far too sensible to have done a fatuous thing like
"english-v1-129, english-staging-029",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,it is bizarre how often public figures who loudly espouse traditional family
"english-v1-130, english-staging-030",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,which of the following is a synonym of vehement as used in
"english-v1-131, english-staging-031",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the word contemned in the passage is similar in meaning to all
"english-v1-132, english-staging-032",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,verbose is to wordy as concise is to
"english-v1-133, english-staging-033",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,simile is to metaphor as explicit is to
"english-v1-134, english-staging-034",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,grammar is to correctness as diction is to
"english-v1-135, english-staging-035",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,mendacity is to honesty as arrogance is to
"english-v1-136, english-staging-036",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the speaker insisted that the report submitted by friday
"english-v1-137, english-staging-037",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,she said that by the time she arrived the meeting already
"english-v1-138, english-staging-038",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,neither the students nor the teacher prepared for the exam
"english-v1-139, english-staging-039",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the committee recommended hiring more staff improving training programs and the budget
"english-v1-140, english-staging-040",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the mansion had an air of ostentation with gold trim and crystal
"english-v1-141, english-staging-041",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,if i the answer i would have told you sooner
"english-v1-142, english-staging-042",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the politician u2019s speech was full of platitudes that sounded comforting but
"english-v1-143, english-v1-148, english-staging-043, english-staging-048",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,choose the most correct sentence
"english-v1-144, english-staging-044",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,in the sentence he was accused of embezzling funds but he insisted
"english-v1-145, english-staging-045",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,plagiarism is to originality as imitation is to
"english-v1-146, english-staging-046",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the editor recommended that the article revised before publication
"english-v1-147, english-staging-047",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the report concluded that the company u2019s prospects were tenuous at best
"english-v1-149, english-staging-049",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,the committee u2019s decision was deliberate and therefore carried weight
"english-v1-150, english-staging-050",multiple,,,Duplicate,LOW,NEEDS MANUAL REVIEW,,Possible near-duplicate opening wording,although he had practiced for weeks he still found the speech to
